date,pct_change
2020-01-01,0.1290322580645098
2020-01-02,1.2886597938144284
2020-01-03,0.6361323155216203
2020-01-04,0.12642225031604948
2020-01-05,1.262626262626254
2020-01-06,0.0
2020-01-07,0.7481296758104827
2020-01-08,-2.846534653465349
2020-01-09,0.2547770700636942
2020-01-10,0.0
2020-01-11,0.3811944091486552
2020-01-12,-0.6329113924050667
2020-01-13,-0.6369426751592355
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.38461538461538325
2020-01-17,-0.3831417624521105
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,0.0
2020-01-21,0.2564102564102555
2020-01-22,0.0
2020-01-23,0.6393861892583175
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.2541296060991183
2020-01-29,0.3802281368821214
2020-01-30,0.5050505050504972
2020-01-31,0.2512562814070307
2020-02-01,0.0
2020-02-02,-0.6265664160400974
2020-02-03,-1.261034047919296
2020-02-04,-0.12771392081737387
2020-02-05,0.12787723785165905
2020-02-06,0.0
2020-02-07,0.12771392081736277
2020-02-08,0.0
2020-02-09,0.12755102040815647
2020-02-10,-0.1273885350318471
2020-02-11,0.0
2020-02-12,-0.12755102040816757
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.3831417624521105
2020-02-16,-0.12722646310432406
2020-02-17,1.146496815286624
2020-02-18,0.25188916876575096
2020-02-19,0.37688442211054607
2020-02-20,1.126408010012514
2020-02-21,0.12376237623761277
2020-02-22,0.0
2020-02-23,2.224969097651419
2020-02-24,-1.45102781136639
2020-02-25,-0.12269938650306678
2020-02-26,0.6142506142506221
2020-02-27,-3.4188034188034178
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,1.0113780025284402
2020-03-02,2.0025031289111483
2020-03-03,0.24539877300613355
2020-03-04,0.8567931456548328
2020-03-05,1.0922330097087318
2020-03-06,-1.0804321728691502
2020-03-07,0.0
2020-03-08,1.2135922330097193
2020-03-09,-0.3597122302158251
2020-03-10,-0.12033694344163459
2020-03-11,-4.337349397590362
2020-03-12,0.0
2020-03-13,-1.5113350125944613
2020-03-14,2.5575447570332477
2020-03-15,-3.117206982543641
2020-03-16,0.38610038610038533
2020-03-17,-0.6410256410256387
2020-03-18,-1.0322580645161339
2020-03-19,0.5215123859191761
2020-03-20,-0.25940337224383825
2020-03-21,0.0
2020-03-22,1.4304291287386306
2020-03-23,2.564102564102555
2020-03-24,0.6250000000000089
2020-03-25,-0.3726708074534124
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,-2.3690773067331694
2020-03-31,0.766283524904221
2020-04-01,-0.25348542458808465
2020-04-02,1.5247776365946653
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,2.0025031289111483
2020-04-06,0.4907975460122671
2020-04-07,-0.24420024420024333
2020-04-08,0.8567931456548328
2020-04-09,1.3349514563106846
2020-04-10,0.0
2020-04-11,0.23952095808383866
2020-04-12,1.4336917562723928
2020-04-13,0.5889281507656108
2020-04-14,-0.23419203747072626
2020-04-15,0.5868544600938996
2020-04-16,-1.6336056009334854
2020-04-17,-0.7117437722419906
